# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	ERR526049
UniRef90_B4UUJ5	58.1621929665
UniRef90_B4UUJ5|s__Bacteroides_uniformis.t__SGB1836	27.8858460917
UniRef90_B4UUJ5|s__Bacteroides_caccae.t__SGB1877	26.3582470451
UniRef90_B4UUJ5|s__Phocaeicola_vulgatus.t__SGB1814	3.6578718025
UniRef90_B4UUJ5|s__Parabacteroides_distasonis.t__SGB1934	0.2602280272
UniClust90_4950-EICDAMBA_02110	58.1328349029
UniClust90_4950-EICDAMBA_02110|unclassified	58.1328349029
UniRef90_A0A0P0L5L2	58.1264816490
UniRef90_A0A0P0L5L2|s__Phocaeicola_vulgatus.t__SGB1814	48.9496544483
UniRef90_A0A0P0L5L2|unclassified	9.1768272007
UniRef90_A0A0P0M1U1	58.1177233648
UniRef90_A0A0P0M1U1|s__Phocaeicola_vulgatus.t__SGB1814	58.1177233648
UniRef90_U2DSB7	58.0757914534
UniRef90_U2DSB7|s__Bacteroides_uniformis.t__SGB1836	30.7872531348
UniRef90_U2DSB7|s__Phocaeicola_vulgatus.t__SGB1814	19.8331924713
UniRef90_U2DSB7|s__Bacteroides_caccae.t__SGB1877	7.4553458473
UniRef90_A0A076JGW5	58.0677091842
UniRef90_A0A076JGW5|unclassified	58.0677091842
UniClust90_4930-ECFIHLLK_01399	58.0410409864
UniClust90_4930-ECFIHLLK_01399|unclassified	58.0410409864
UniRef90_A0A1C5QQS2	58.0064443792
UniRef90_A0A1C5QQS2|unclassified	58.0064443792
UniRef90_C0FWE6	58.0026765691
UniRef90_C0FWE6|unclassified	58.0026765691
UniClust90_41407-AKCGACFE_01189	57.9904793015
UniClust90_41407-AKCGACFE_01189|unclassified	57.9904793015
UniRef90_C7G751	57.9769957460
UniRef90_C7G751|unclassified	57.9769957460
UniRef90_A0A0T8QMR7	57.9717128851
UniRef90_A0A0T8QMR7|unclassified	57.9717128851
UniRef90_A0A0N7J738	57.9615239429
UniRef90_A0A0N7J738|s__Phocaeicola_vulgatus.t__SGB1814	36.3524255189
UniRef90_A0A0N7J738|s__Bacteroides_caccae.t__SGB1877	17.1746435863
UniRef90_A0A0N7J738|s__Bacteroides_uniformis.t__SGB1836	1.6629205641
UniRef90_A0A0N7J738|s__Parabacteroides_distasonis.t__SGB1934	1.6629205641
UniRef90_A0A0N7J738|s__Bacteroides_faecis.t__SGB1860	1.1086137094
UniClust90_15121-GIILBIDP_00793	57.9584809109
UniClust90_15121-GIILBIDP_00793|unclassified	57.9584809109
UniRef90_UNK41588-MENOKMGM_00220	57.9430296445
UniRef90_UNK41588-MENOKMGM_00220|unclassified	57.9430296445
UniClust90_102278-AOGECGPE_01952	57.9329008715
UniClust90_102278-AOGECGPE_01952|unclassified	57.9329008715
UniClust90_66627-OPLLAJBN_01405	57.9101369233
UniClust90_66627-OPLLAJBN_01405|unclassified	57.9101369233
UniClust90_14851-JGFOBCJA_01836	57.8942803452
UniClust90_14851-JGFOBCJA_01836|unclassified	57.8942803452
UniRef90_A0A173VNS9	57.8805680942
UniRef90_A0A173VNS9|unclassified	57.8805680942
UniRef90_C7G9F0	57.8453814488
UniRef90_C7G9F0|unclassified	57.8453814488
UniRef90_C7GCM1	57.8384362897
UniRef90_C7GCM1|unclassified	57.8384362897
UniRef90_A5Z9J9	57.8171151047
UniRef90_A5Z9J9|unclassified	57.8171151047
UniClust90_41439-LDBNIAEK_01946	57.8145332058
UniClust90_41439-LDBNIAEK_01946|unclassified	57.8145332058
UniClust90_4687-CNLIHIBK_00982	57.8138986063
UniClust90_4687-CNLIHIBK_00982|unclassified	57.8138986063
UniRef90_R7QYS4	57.7845852363
UniRef90_R7QYS4|unclassified	57.7845852363
UniClust90_36949-BMLJHAMK_01617	57.7806980344
UniClust90_36949-BMLJHAMK_01617|unclassified	57.7806980344
UniClust90_37118-IMIIFNNN_01647	57.7518997606
UniClust90_37118-IMIIFNNN_01647|unclassified	57.7518997606
UniRef90_A0A3D4DWT4	57.7428943274
UniRef90_A0A3D4DWT4|unclassified	57.7428943274
UniClust90_5728-DLBJEOEG_01575	57.7410236340
UniClust90_5728-DLBJEOEG_01575|unclassified	57.7410236340
UniRef90_A0A0N7IF66	57.7400750738
UniRef90_A0A0N7IF66|s__Phocaeicola_vulgatus.t__SGB1814	45.3152109506
UniRef90_A0A0N7IF66|s__Bacteroides_faecis.t__SGB1860	8.9233478347
UniRef90_A0A0N7IF66|s__Bacteroides_uniformis.t__SGB1836	2.1570714162
UniRef90_A0A0N7IF66|s__Bacteroides_caccae.t__SGB1877	1.3444448723
UniRef90_UNK41437-HNIBHENH_01649	57.7336154109
UniRef90_UNK41437-HNIBHENH_01649|unclassified	57.7336154109
UniClust90_21235-CAFCCOBD_00503	57.7323058943
UniClust90_21235-CAFCCOBD_00503|unclassified	57.7323058943
UniClust90_37075-HCDFOENO_00544	57.6990751323
UniClust90_37075-HCDFOENO_00544|unclassified	57.6990751323
UniRef90_Q8A466	57.6873793837
UniRef90_Q8A466|s__Bacteroides_caccae.t__SGB1877	22.6023994385
UniRef90_Q8A466|s__Phocaeicola_vulgatus.t__SGB1814	15.9019144157
UniRef90_Q8A466|s__Bacteroides_faecis.t__SGB1860	14.0787066701
UniRef90_Q8A466|s__Bacteroides_uniformis.t__SGB1836	5.1043588594
UniRef90_A0A1C5UCN5	57.6808085460
UniRef90_A0A1C5UCN5|unclassified	57.6808085460
UniClust90_82504-FNDNMHEN_01510	57.6803064687
UniClust90_82504-FNDNMHEN_01510|unclassified	57.6803064687
UniRef90_A0A3E2XBI9	57.6774562400
UniRef90_A0A3E2XBI9|unclassified	57.6774562400
UniClust90_29430-EJDHDAOH_00879	57.6519892621
UniClust90_29430-EJDHDAOH_00879|unclassified	57.6519892621
UniClust90_4628-KJABNMGM_01274	57.6323212296
UniClust90_4628-KJABNMGM_01274|unclassified	57.6323212296
UniRef90_UNK4909-EFMILOID_02290	57.6227426451
UniRef90_UNK4909-EFMILOID_02290|unclassified	57.6227426451
UniClust90_4712-OABDADDN_01203	57.6179590198
UniClust90_4712-OABDADDN_01203|unclassified	57.6179590198
UniRef90_R9M731	57.6173198366
UniRef90_R9M731|unclassified	57.6173198366
UniClust90_101324-CIPADBHF_00557	57.5873630779
UniClust90_101324-CIPADBHF_00557|unclassified	57.5873630779
UniRef90_A0A0P0M211	57.5576685543
UniRef90_A0A0P0M211|s__Phocaeicola_vulgatus.t__SGB1814	45.3425761375
UniRef90_A0A0P0M211|unclassified	12.2150924168
UniClust90_41468-IBBPJELB_00390	57.5196327479
UniClust90_41468-IBBPJELB_00390|unclassified	57.5196327479
UniRef90_J9FB23	57.4900872466
UniRef90_J9FB23|unclassified	57.4900872466
UniRef90_UNK36997-FPFBLOJG_00167	57.4804199528
UniRef90_UNK36997-FPFBLOJG_00167|unclassified	57.4804199528
UniRef90_A0A174QZQ2	57.4740700624
UniRef90_A0A174QZQ2|unclassified	57.4740700624
UniClust90_1985-OINOHBLJ_00905	57.4710712322
UniClust90_1985-OINOHBLJ_00905|unclassified	57.4710712322
UniRef90_D4IN83	57.4581209031
UniRef90_D4IN83|s__Bacteroides_uniformis.t__SGB1836	21.3945990340
UniRef90_D4IN83|s__Bacteroides_caccae.t__SGB1877	14.0500559265
UniRef90_D4IN83|s__Phocaeicola_vulgatus.t__SGB1814	12.6629671733
UniRef90_D4IN83|s__Bacteroides_faecis.t__SGB1860	9.3504987693
UniRef90_A0A0P0FRT0	57.4446942740
UniRef90_A0A0P0FRT0|s__Phocaeicola_vulgatus.t__SGB1814	44.9199287760
UniRef90_A0A0P0FRT0|s__Bacteroides_faecis.t__SGB1860	5.9333312038
UniRef90_A0A0P0FRT0|s__Bacteroides_caccae.t__SGB1877	3.6133849264
UniRef90_A0A0P0FRT0|s__Bacteroides_uniformis.t__SGB1836	2.9780493678
UniClust90_42343-LCKLOEHI_00458	57.3979765417
UniClust90_42343-LCKLOEHI_00458|unclassified	57.3979765417
UniRef90_A0A1C5PUL8	57.3851296385
UniRef90_A0A1C5PUL8|unclassified	57.3851296385
UniClust90_4631-FGPCFHBK_02055	57.3762805712
UniClust90_4631-FGPCFHBK_02055|unclassified	57.3762805712
UniClust90_41481-CGBDPBAD_00169	57.3675003914
UniClust90_41481-CGBDPBAD_00169|unclassified	57.3675003914
UniRef90_A0A069AZ44	57.3573089198
UniRef90_A0A069AZ44|unclassified	57.3573089198
UniRef90_A0A358PLJ1	57.3364539366
UniRef90_A0A358PLJ1|unclassified	57.3364539366
UniRef90_A0A173Z9C0	57.3361579295
UniRef90_A0A173Z9C0|unclassified	57.3361579295
UniRef90_B5CX33	57.3189243552
UniRef90_B5CX33|s__Phocaeicola_vulgatus.t__SGB1814	57.3189243552
UniRef90_A0A015W8Z5	57.3169759013
UniRef90_A0A015W8Z5|s__Bacteroides_faecis.t__SGB1860	57.3169759013
UniRef90_R9I6C8	57.3014646013
UniRef90_R9I6C8|s__Phocaeicola_vulgatus.t__SGB1814	51.1661104656
UniRef90_R9I6C8|s__Bacteroides_uniformis.t__SGB1836	6.1353541357
UniRef90_A0A1C5ZWQ2	57.2968896060
UniRef90_A0A1C5ZWQ2|unclassified	57.2968896060
UniRef90_Q8A490	57.2795913334
UniRef90_Q8A490|s__Phocaeicola_vulgatus.t__SGB1814	36.4586238902
UniRef90_Q8A490|s__Bacteroides_uniformis.t__SGB1836	12.6144559950
UniRef90_Q8A490|s__Bacteroides_faecis.t__SGB1860	5.0082338804
UniRef90_Q8A490|s__Bacteroides_caccae.t__SGB1877	3.1982775677
UniRef90_K1U4Q6	57.2763636459
UniRef90_K1U4Q6|unclassified	57.2763636459
UniRef90_C9LX30	57.2361609758
UniRef90_C9LX30|unclassified	57.2361609758
UniRef90_A6L083	57.2241282928
UniRef90_A6L083|s__Phocaeicola_vulgatus.t__SGB1814	53.0877593904
UniRef90_A6L083|unclassified	4.1363689024
UniClust90_4948-MGNMCMGB_01179	57.1910760349
UniClust90_4948-MGNMCMGB_01179|unclassified	57.1910760349
UniRef90_A0A0K9CP99	57.1849946175
UniRef90_A0A0K9CP99|s__Bacteroides_faecis.t__SGB1860	50.2597694529
UniRef90_A0A0K9CP99|s__Phocaeicola_vulgatus.t__SGB1814	6.9252251646
UniRef90_K1TKF4	57.1838428744
UniRef90_K1TKF4|unclassified	57.1838428744
UniClust90_41480-BNDMFIMH_02084	57.1511602294
UniClust90_41480-BNDMFIMH_02084|unclassified	57.1511602294
UniClust90_4920-AHNIJANI_00355	57.1337512920
UniClust90_4920-AHNIJANI_00355|unclassified	57.1337512920
UniRef90_B0NKP8	57.0589841124
UniRef90_B0NKP8|s__Phocaeicola_vulgatus.t__SGB1814	57.0589841124
UniClust90_37158-HFLBFHEB_01373	57.0585185066
UniClust90_37158-HFLBFHEB_01373|unclassified	57.0585185066
UniRef90_A0A1C6EMP7	57.0296165109
UniRef90_A0A1C6EMP7|unclassified	57.0296165109
UniRef90_Q5LI34	57.0289320109
UniRef90_Q5LI34|s__Phocaeicola_vulgatus.t__SGB1814	57.0289320109
UniRef90_A0A1C5UWJ2	57.0104597621
UniRef90_A0A1C5UWJ2|unclassified	57.0104597621
UniClust90_15300-DFLPOCPG_00526	57.0077013445
UniClust90_15300-DFLPOCPG_00526|unclassified	57.0077013445
UniRef90_A0A174Y3E3	56.9948309269
UniRef90_A0A174Y3E3|unclassified	56.9948309269
UniRef90_A0A349QQF1	56.9771788888
UniRef90_A0A349QQF1|unclassified	56.9771788888
UniRef90_A0A3D3J2X8	56.9303068029
UniRef90_A0A3D3J2X8|unclassified	56.9303068029
UniClust90_4771-BDGHPCON_00234	56.9236151888
UniClust90_4771-BDGHPCON_00234|unclassified	56.9236151888
UniClust90_66068-MNABGCNB_01606	56.8911487494
UniClust90_66068-MNABGCNB_01606|unclassified	56.8911487494
UniClust90_4933-IPGLENNP_00371	56.8710014982
UniClust90_4933-IPGLENNP_00371|unclassified	56.8710014982
UniRef90_A0A0P0LEW6	56.8424865627
UniRef90_A0A0P0LEW6|s__Phocaeicola_vulgatus.t__SGB1814	39.1451021852
UniRef90_A0A0P0LEW6|unclassified	17.6973843775
UniRef90_G1UMW0	56.8164526075
UniRef90_G1UMW0|s__Phocaeicola_vulgatus.t__SGB1814	56.8164526075
UniRef90_B3DP14	56.8164526075
UniRef90_B3DP14|s__Bifidobacterium_longum.t__SGB17248	56.8164526075
UniRef90_D4V3P0	56.8164526075
UniRef90_D4V3P0|s__Phocaeicola_vulgatus.t__SGB1814	56.8164526075
UniRef90_UNK1814-BALFFEDL_02243	56.8164526075
UniRef90_UNK1814-BALFFEDL_02243|s__Phocaeicola_vulgatus.t__SGB1814	56.8164526075
UniRef90_A0A448M2V8	56.8056577537
UniRef90_A0A448M2V8|unclassified	56.8056577537
UniClust90_4787-LJDMFCHI_00122	56.7976713790
UniClust90_4787-LJDMFCHI_00122|unclassified	56.7976713790
UniRef90_A0A139LNR0	56.7963972049
UniRef90_A0A139LNR0|s__Phocaeicola_vulgatus.t__SGB1814	26.1492666077
UniRef90_A0A139LNR0|s__Bacteroides_faecis.t__SGB1860	22.3840816002
UniRef90_A0A139LNR0|s__Bacteroides_caccae.t__SGB1877	3.4793414880
UniRef90_A0A139LNR0|s__Bacteroides_uniformis.t__SGB1836	2.7514267042
UniRef90_A0A139LNR0|s__Parabacteroides_distasonis.t__SGB1934	2.0322808048
UniRef90_UPI0009B2FA39	56.7947425536
UniRef90_UPI0009B2FA39|unclassified	56.7947425536
UniRef90_A0A174P1K5	56.7875293985
UniRef90_A0A174P1K5|unclassified	56.7875293985
UniRef90_A0A173T610	56.7770476958
UniRef90_A0A173T610|unclassified	56.7770476958
UniRef90_A0A174KRP7	56.7683314228
UniRef90_A0A174KRP7|unclassified	56.7683314228
UniRef90_R5Y9F9	56.7517502733
UniRef90_R5Y9F9|unclassified	56.7517502733
UniClust90_41480-CGHMKKIE_01934	56.7166938252
UniClust90_41480-CGHMKKIE_01934|unclassified	56.7166938252
UniClust90_4924-NJDMEIEG_02410	56.7160008308
UniClust90_4924-NJDMEIEG_02410|unclassified	56.7160008308
UniClust90_16510-CJLDBKMO_05386	56.7143616770
UniClust90_16510-CJLDBKMO_05386|unclassified	56.7143616770
UniRef90_A0A380ZH11	56.6919061395
UniRef90_A0A380ZH11|s__Phocaeicola_vulgatus.t__SGB1814	56.6919061395
UniRef90_A0A0P0L6T2	56.6916411565
UniRef90_A0A0P0L6T2|s__Phocaeicola_vulgatus.t__SGB1814	40.1818820214
UniRef90_A0A0P0L6T2|unclassified	16.5097591352
UniRef90_UNK4939-DBENPLIL_02598	56.6915304716
UniRef90_UNK4939-DBENPLIL_02598|unclassified	56.6915304716
UniClust90_41579-MJDCAPBH_02490	56.6662339137
UniClust90_41579-MJDCAPBH_02490|unclassified	56.6662339137
UniRef90_A0A174R939	56.6241467690
UniRef90_A0A174R939|unclassified	56.6241467690
UniClust90_82787-FJOCKGKF_00521	56.6126007946
UniClust90_82787-FJOCKGKF_00521|unclassified	56.6126007946
UniClust90_4924-MEABIDNF_01801	56.5686681811
UniClust90_4924-MEABIDNF_01801|unclassified	56.5686681811
UniRef90_D8GUM3	56.5525180447
UniRef90_D8GUM3|unclassified	56.5525180447
UniRef90_A0A3D2IQR9	56.5034856537
UniRef90_A0A3D2IQR9|unclassified	56.5034856537
UniClust90_4948-PJJLAIMN_00439	56.4843472337
UniClust90_4948-PJJLAIMN_00439|unclassified	56.4843472337
UniRef90_S0FB86	56.4787632666
UniRef90_S0FB86|s__Phocaeicola_vulgatus.t__SGB1814	45.8758394329
UniRef90_S0FB86|s__Bacteroides_caccae.t__SGB1877	8.0746169042
UniRef90_S0FB86|s__Bacteroides_uniformis.t__SGB1836	1.8397747875
UniRef90_S0FB86|s__Bacteroides_faecis.t__SGB1860	0.6885321420
UniRef90_A0A1C5KY92	56.4781184508
UniRef90_A0A1C5KY92|unclassified	56.4781184508
UniClust90_5045-NJFDMAFE_02752	56.4594216752
UniClust90_5045-NJFDMAFE_02752|unclassified	56.4594216752
UniRef90_C7GFB6	56.4582424973
UniRef90_C7GFB6|unclassified	56.4582424973
UniRef90_F9EKQ3	56.4277814113
UniRef90_F9EKQ3|unclassified	56.4277814113
UniClust90_5138-GBAEJJMG_00744	56.4002592866
UniClust90_5138-GBAEJJMG_00744|unclassified	56.4002592866
UniRef90_A0A0P0L0B2	56.3707003812
UniRef90_A0A0P0L0B2|s__Phocaeicola_vulgatus.t__SGB1814	36.6855105182
UniRef90_A0A0P0L0B2|unclassified	19.6851898631
UniClust90_41470-FPKBNJNH_01706	56.3629525823
UniClust90_41470-FPKBNJNH_01706|unclassified	56.3629525823
UniRef90_A0A076IUE9	56.3477170913
UniRef90_A0A076IUE9|s__Phocaeicola_vulgatus.t__SGB1814	56.3477170913
UniRef90_A0A174V9B0	56.3164120600
UniRef90_A0A174V9B0|s__Phocaeicola_vulgatus.t__SGB1814	38.7366824388
UniRef90_A0A174V9B0|unclassified	17.5797296212
UniRef90_B0NI25	56.2627182218
UniRef90_B0NI25|unclassified	56.2627182218
UniRef90_A0A1C6K566	56.1474246105
UniRef90_A0A1C6K566|unclassified	56.1474246105
UniRef90_C7GCP1	56.1434172372
UniRef90_C7GCP1|unclassified	56.1434172372
UniRef90_A0A174ELB5	56.1295679332
UniRef90_A0A174ELB5|unclassified	56.1295679332
UniRef90_A0A173TYX6	56.1179105308
UniRef90_A0A173TYX6|unclassified	56.1179105308
UniRef90_A0A3F3S4F8	56.1141753843
UniRef90_A0A3F3S4F8|unclassified	56.1141753843
UniRef90_T2HYV1	56.0720256533
UniRef90_T2HYV1|unclassified	56.0720256533
UniRef90_A0A1V4J2Z5	56.0577024926
UniRef90_A0A1V4J2Z5|unclassified	56.0577024926
UniRef90_A0A1H7RHE8	56.0527656674
UniRef90_A0A1H7RHE8|s__Bacteroides_faecis.t__SGB1860	55.9325192069
UniRef90_A0A1H7RHE8|s__Phocaeicola_vulgatus.t__SGB1814	0.1202464605
UniRef90_A6NYQ4	56.0350653389
UniRef90_A6NYQ4|unclassified	56.0350653389
UniRef90_UNK15326-DAFPDGBA_01051	56.0309174271
UniRef90_UNK15326-DAFPDGBA_01051|unclassified	56.0309174271
UniRef90_A0A174VS30	56.0304322006
UniRef90_A0A174VS30|unclassified	56.0304322006
UniRef90_C0FTV9	56.0299247037
UniRef90_C0FTV9|unclassified	56.0299247037
UniRef90_UNK1836-MNCNPLDK_03631	56.0204212247
UniRef90_UNK1836-MNCNPLDK_03631|s__Bacteroides_uniformis.t__SGB1836	56.0204212247
UniRef90_A0A0M1IYJ5	56.0180045470
UniRef90_A0A0M1IYJ5|unclassified	56.0180045470
UniClust90_4919-ACBFAIIP_00954	56.0045495791
UniClust90_4919-ACBFAIIP_00954|unclassified	56.0045495791
UniClust90_14149-LHHMEMGG_00648	55.9602060761
UniClust90_14149-LHHMEMGG_00648|unclassified	55.9602060761
UniRef90_UNK4871-JJPCBJEA_01146	55.9585338556
UniRef90_UNK4871-JJPCBJEA_01146|unclassified	55.9585338556
UniClust90_37143-EOKADHKK_01895	55.9572649978
UniClust90_37143-EOKADHKK_01895|unclassified	55.9572649978
UniClust90_47582-DAMJGGMA_02051	55.9548433589
UniClust90_47582-DAMJGGMA_02051|unclassified	55.9548433589
UniRef90_A0A0N7J6L4	55.9309069622
UniRef90_A0A0N7J6L4|s__Phocaeicola_vulgatus.t__SGB1814	37.8934672618
UniRef90_A0A0N7J6L4|unclassified	18.0374397005
UniRef90_A0A1C5UP33	55.8877946036
UniRef90_A0A1C5UP33|unclassified	55.8877946036
UniRef90_A0A173ZA65	55.8796235174
UniRef90_A0A173ZA65|unclassified	55.8796235174
UniRef90_A0A0M6WS83	55.8749481740
UniRef90_A0A0M6WS83|unclassified	55.8749481740
UniRef90_A0A0M6X011	55.8706421316
UniRef90_A0A0M6X011|unclassified	55.8706421316
UniRef90_UNK4939-DBENPLIL_01965	55.8521250651
UniRef90_UNK4939-DBENPLIL_01965|unclassified	55.8521250651
UniClust90_36997-FPFBLOJG_01718	55.8519180620
UniClust90_36997-FPFBLOJG_01718|unclassified	55.8519180620
UniRef90_A0A174B705	55.8404654932
UniRef90_A0A174B705|unclassified	55.8404654932
UniRef90_Q8A0Z4	55.8251569682
UniRef90_Q8A0Z4|s__Phocaeicola_vulgatus.t__SGB1814	36.6997713727
UniRef90_Q8A0Z4|s__Bacteroides_faecis.t__SGB1860	10.8615508306
UniRef90_Q8A0Z4|s__Bacteroides_caccae.t__SGB1877	8.2638347649
UniClust90_4951-APODAMLA_01584	55.7883133776
UniClust90_4951-APODAMLA_01584|unclassified	55.7883133776
UniRef90_A0A174X6V0	55.7830805845
UniRef90_A0A174X6V0|s__Phocaeicola_vulgatus.t__SGB1814	47.6898043314
UniRef90_A0A174X6V0|unclassified	8.0932762531
UniRef90_A0A174ATB0	55.7403901973
UniRef90_A0A174ATB0|unclassified	55.7403901973
UniRef90_D4IN67	55.7311890212
UniRef90_D4IN67|s__Bacteroides_caccae.t__SGB1877	29.4398177858
UniRef90_D4IN67|s__Bacteroides_uniformis.t__SGB1836	11.8914346389
UniRef90_D4IN67|s__Phocaeicola_vulgatus.t__SGB1814	10.2342782832
UniRef90_D4IN67|s__Bacteroides_faecis.t__SGB1860	4.1656583133
UniClust90_100865-KOLKANDG_00760	55.7182613356
UniClust90_100865-KOLKANDG_00760|unclassified	55.7182613356
UniRef90_A0A174MHV6	55.7136659942
UniRef90_A0A174MHV6|s__Phocaeicola_vulgatus.t__SGB1814	46.7174647122
UniRef90_A0A174MHV6|unclassified	8.9962012821
UniRef90_A0A0L6Z8M6	55.6931858324
UniRef90_A0A0L6Z8M6|unclassified	55.6931858324
UniRef90_A0A1Q6SWZ9	55.6565224170
UniRef90_A0A1Q6SWZ9|unclassified	55.6565224170
UniClust90_1702-PHGFAJMH_02159	55.6468300301
UniClust90_1702-PHGFAJMH_02159|unclassified	55.6468300301
UniRef90_D4K7G1	55.6446769051
UniRef90_D4K7G1|unclassified	55.6446769051
UniRef90_A0A1C5MY15	55.6376106593
UniRef90_A0A1C5MY15|unclassified	55.6376106593
UniRef90_C7GDS6	55.6193492974
UniRef90_C7GDS6|unclassified	55.6193492974
UniRef90_A0A1C5VDV1	55.5402365856
UniRef90_A0A1C5VDV1|unclassified	55.5402365856
UniRef90_A0A3N0AN87	55.5115490385
UniRef90_A0A3N0AN87|unclassified	55.5115490385
UniRef90_D4KBJ9	55.5041464712
UniRef90_D4KBJ9|unclassified	55.5041464712
UniRef90_A0A174ISJ1	55.4945692785
UniRef90_A0A174ISJ1|s__Phocaeicola_vulgatus.t__SGB1814	35.8046053088
UniRef90_A0A174ISJ1|unclassified	19.6899639697
UniClust90_37526-MLBLONGM_01073	55.4808357195
UniClust90_37526-MLBLONGM_01073|unclassified	55.4808357195
UniClust90_41503-FAOODIAG_02125	55.4746252240
UniClust90_41503-FAOODIAG_02125|unclassified	55.4746252240
UniClust90_102306-NAMPNMPJ_01149	55.4710325099
UniClust90_102306-NAMPNMPJ_01149|unclassified	55.4710325099
UniRef90_A0A0M6WQL7	55.4625358763
UniRef90_A0A0M6WQL7|unclassified	55.4625358763
UniClust90_39044-KGCMEEIF_00032	55.4524985406
UniClust90_39044-KGCMEEIF_00032|unclassified	55.4524985406
UniClust90_14043-CEKEEMGC_00647	55.4387100410
UniClust90_14043-CEKEEMGC_00647|unclassified	55.4387100410
UniRef90_A0A227LFQ8	55.4306480144
UniRef90_A0A227LFQ8|unclassified	55.4306480144
UniClust90_37161-PJNANOGN_01555	55.3991149764
UniClust90_37161-PJNANOGN_01555|unclassified	55.3991149764
UniRef90_C6IUF2	55.3617894816
UniRef90_C6IUF2|s__Bacteroides_faecis.t__SGB1860	53.6782364102
UniRef90_C6IUF2|s__Phocaeicola_vulgatus.t__SGB1814	1.6835530714
UniRef90_A0A412VD16	55.3584983524
UniRef90_A0A412VD16|s__Bacteroides_uniformis.t__SGB1836	29.4811217424
UniRef90_A0A412VD16|s__Phocaeicola_vulgatus.t__SGB1814	25.8773766100
UniRef90_A0A1C5VDS1	55.3439045335
UniRef90_A0A1C5VDS1|unclassified	55.3439045335
UniClust90_4938-IDMOGBFF_02225	55.3342168201
UniClust90_4938-IDMOGBFF_02225|unclassified	55.3342168201
UniRef90_UNK4877-IHBANHIM_01420	55.3289749132
UniRef90_UNK4877-IHBANHIM_01420|unclassified	55.3289749132
UniRef90_C7H1W4	55.3161928546
UniRef90_C7H1W4|unclassified	55.3161928546
UniRef90_K1TRS1	55.3105815624
UniRef90_K1TRS1|unclassified	55.3105815624
UniClust90_26919-BBMPBEHF_00909	55.3093140148
UniClust90_26919-BBMPBEHF_00909|unclassified	55.3093140148
UniClust90_4963-CMNOCCOH_01281	55.2685691526
UniClust90_4963-CMNOCCOH_01281|unclassified	55.2685691526
UniRef90_C4ZF41	55.2594627023
UniRef90_C4ZF41|unclassified	55.2594627023
UniClust90_4950-GEBAANPC_01701	55.2531442444
UniClust90_4950-GEBAANPC_01701|unclassified	55.2531442444
UniRef90_U6RBT0	55.2181758393
UniRef90_U6RBT0|s__Phocaeicola_vulgatus.t__SGB1814	55.2181758393
UniRef90_A0A174HMZ2	55.2150840522
UniRef90_A0A174HMZ2|unclassified	55.2150840522
UniClust90_35738-MDBKNEFK_01808	55.2099965494
UniClust90_35738-MDBKNEFK_01808|unclassified	55.2099965494
UniRef90_A0A173WE17	55.1894576637
UniRef90_A0A173WE17|unclassified	55.1894576637
UniRef90_D4J4D1	55.1711301920
UniRef90_D4J4D1|s__Bacteroides_faecis.t__SGB1860	55.1711301920
UniRef90_A0A3B9CGX0	55.1696907971
UniRef90_A0A3B9CGX0|unclassified	55.1696907971
UniRef90_A0A173WNZ6	55.1404461861
UniRef90_A0A173WNZ6|unclassified	55.1404461861
UniRef90_A0A1H7REQ9	55.1389767369
UniRef90_A0A1H7REQ9|s__Bacteroides_faecis.t__SGB1860	42.9034054697
UniRef90_A0A1H7REQ9|s__Phocaeicola_vulgatus.t__SGB1814	12.2355712672
UniRef90_A0A351TFB8	55.1276701975
UniRef90_A0A351TFB8|unclassified	55.1276701975
UniRef90_D4KLA9	55.1256993355
UniRef90_D4KLA9|unclassified	55.1256993355
UniRef90_K1TU43	55.1049041741
UniRef90_K1TU43|unclassified	55.1049041741
UniRef90_A0A174L7D3	55.0967023615
UniRef90_A0A174L7D3|s__Bacteroides_faecis.t__SGB1860	43.2320130534
UniRef90_A0A174L7D3|s__Phocaeicola_vulgatus.t__SGB1814	11.8646893082
UniRef90_C0FVU7	55.0920648669
UniRef90_C0FVU7|unclassified	55.0920648669
UniRef90_D4IN62	55.0757887096
UniRef90_D4IN62|s__Bacteroides_uniformis.t__SGB1836	19.7901250795
UniRef90_D4IN62|s__Bacteroides_faecis.t__SGB1860	17.2242520240
UniRef90_D4IN62|s__Bacteroides_caccae.t__SGB1877	9.1034358106
UniRef90_D4IN62|s__Phocaeicola_vulgatus.t__SGB1814	8.9579757956
UniRef90_A0A0M6WMR6	55.0595742985
UniRef90_A0A0M6WMR6|unclassified	55.0595742985
UniRef90_A0A173URS8	55.0577505257
UniRef90_A0A173URS8|unclassified	55.0577505257
UniRef90_C3RA04	55.0563434306
UniRef90_C3RA04|s__Phocaeicola_vulgatus.t__SGB1814	55.0563434306
UniRef90_A0A174D1E9	55.0559753553
UniRef90_A0A174D1E9|unclassified	55.0559753553
UniClust90_36940-MJANANCA_01316	55.0063984006
UniClust90_36940-MJANANCA_01316|unclassified	55.0063984006
UniRef90_R9KFP0	54.9865906490
UniRef90_R9KFP0|unclassified	54.9865906490
UniRef90_A0A0P0LFC2	54.9757301736
UniRef90_A0A0P0LFC2|s__Phocaeicola_vulgatus.t__SGB1814	49.4338390108
